0.0 NA NA NA NA NA NA NA NA NA NA NA
14.866666666666667 NA NA NA NA NA NA NA NA NA NA NA
100.0 115.65217391304348 129.67741935483872 120.0 0.0 NA NA NA NA NA NA NA
100.0 NA 167.8181818181818 132.0 124.83333333333333 145.3846153846154 NA NA NA NA NA NA
100.0 NA 160.05555555555554 146.75862068965517 99.5 110.17142857142858 NA NA NA NA NA NA
150.44444444444446 NA 210.97142857142856 NA 118.46153846153847 150.35714285714286 178.6551724137931 152.85714285714286 NA NA NA NA
179.28571428571428 NA 218.05882352941177 NA 107.42857142857143 176.69565217391303 185.75438596491227 180.0 NA NA NA NA
180.51282051282053 NA 207.33333333333334 NA 138.57142857142858 NA 209.45454545454547 190.22222222222223 NA NA NA NA
NA NA 200.5 NA 143.2941176470588 NA 217.45098039215685 191.63636363636363 142.1578947368421 251.0 NA NA
NA NA 227.25 NA 151.64705882352942 NA 248.5 157.0909090909091 174.31578947368422 240.8 NA NA
NA NA 210.125 NA 139.05882352941177 NA 242.46808510638297 170.5 182.38888888888889 298.0 NA NA
NA NA 225.03703703703704 NA 144.0 NA 196.51063829787233 220.25 223.51351351351352 266.0 NA NA
NA NA 231.32142857142858 NA 147.75 NA 222.88888888888889 NA 205.92 253.5 NA NA
NA NA 233.8181818181818 NA 165.625 NA 226.77272727272728 NA 236.32 167.0 NA NA
NA NA 251.92156862745097 NA 153.77777777777777 NA 286.1463414634146 NA 242.85714285714286 198.1818181818182 NA NA
NA NA 225.13725490196077 NA 165.77777777777777 NA 198.09756097560975 NA 253.21428571428572 291.6923076923077 NA NA
NA NA 252.84 NA 164.66666666666666 NA 243.1 NA 235.4814814814815 226.0 NA NA
NA NA 255.875 NA 171.52380952380952 NA 215.0 NA 247.07692307692307 225.1764705882353 NA NA
NA NA 260.35555555555555 NA 157.1 NA 210.55555555555554 NA 260.3333333333333 217.3 NA NA
NA NA 225.02439024390245 NA 174.0 NA 262.6875 NA 267.27272727272725 196.0909090909091 216.4 NA
NA NA 240.390243902439 NA 207.75 NA 208.6875 NA 256.24242424242425 228.0 169.06666666666666 NA
NA NA 216.1 NA 198.16666666666666 NA 280.14285714285717 NA 250.0625 188.27272727272728 296.0 133.1764705882353
NA NA 239.35 NA 235.0 NA NA NA 261.9375 163.9090909090909 114.0 227.2258064516129
NA NA 224.4 NA 146.63636363636363 NA NA NA 242.125 179.45454545454547 298.0 319.6774193548387
NA NA 241.6 NA 174.63636363636363 NA NA NA 243.375 170.63636363636363 171.5 219.74193548387098
NA NA 240.85 NA 190.8181818181818 NA NA NA 240.5625 227.0909090909091 261.6 164.58064516129033
NA NA 285.8974358974359 NA 162.45454545454547 NA NA NA 239.3548387096774 222.54545454545453 214.66666666666666 198.93333333333334
NA NA 298.4102564102564 NA 149.0909090909091 NA NA NA 246.6451612903226 184.8181818181818 218.28571428571428 199.0
NA NA 295.8421052631579 NA 99.0 NA NA NA 276.8 192.54545454545453 188.25 199.3793103448276
NA NA 292.94736842105266 NA 151.36363636363637 NA NA NA 261.73333333333335 158.27272727272728 173.6 322.41379310344826
NA NA 271.6111111111111 NA 153.14285714285714 NA NA NA 291.64285714285717 184.1904761904762 176.54545454545453 245.0909090909091
NA NA 304.94117647058823 NA 175.2 NA NA NA 340.5 187.6 215.53846153846155 230.0
