0.0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
43.26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
261.27272727272725 330.5217391304348 286.125 174.0 243.6 357.0 239.4 441.0 NA NA NA NA NA NA NA NA NA
261.0 373.8 222.25 303.6923076923077 304.5 145.0909090909091 309.27272727272725 429.3333333333333 404.25 NA NA NA NA NA NA NA NA
NA 406.0 183.27272727272728 473.45454545454544 335.0869565217391 260.4 210.0 324.54545454545456 346.2307692307692 189.0 406.0 441.0 NA NA NA NA NA
NA 407.75 378.0 226.90243902439025 196.0 211.23529411764707 329.0 357.0 NA 378.0 341.25 262.5 NA NA NA NA NA
NA 372.12 203.7 345.2647058823529 266.0 270.52941176470586 231.0 327.6 NA 181.125 308.0 374.5 336.0 NA NA NA NA
NA 504.0 304.5 404.25 147.0 192.7058823529412 154.0 304.5 NA 299.25 242.66666666666666 381.5 253.75 318.0 352.8 405.3 NA
NA 325.5 354.9 378.0 219.33333333333334 376.7647058823529 273.0 345.1875 NA 462.0 147.0 369.25 465.5 NA 465.5 331.4347826086956 NA
NA 236.25 325.5 NA 280.0 259.875 483.0 319.2 NA 340.6666666666667 441.8076923076923 345.54545454545456 494.45454545454544 NA 387.0 416.7692307692308 NA
NA 336.0 373.8 NA 221.66666666666666 309.75 478.8 401.8 NA 378.0 501.5769230769231 391.3636363636364 513.5454545454545 NA 333.375 353.6842105263158 NA
NA 371.0 374.1818181818182 NA 298.84615384615387 274.5 431.45454545454544 406.5 NA 346.5 351.75 304.5 442.75 NA 438.6666666666667 489.1764705882353 NA
NA 291.375 328.125 NA NA 288.0 363.46153846153845 367.5 NA 321.3 341.4782608695652 337.75 411.25 NA 358.90909090909093 380.625 183.75
NA 420.0 384.3 NA NA 381.2307692307692 465.5 381.2307692307692 NA 412.3636363636364 471.0 420.0 439.38461538461536 NA 428.75 404.25 NA
NA 375.9 154.63636363636363 NA NA 292.25 374.7692307692308 351.75 NA 281.75 361.42105263157896 388.5 316.5 NA 399.0 425.72727272727275 NA
NA 225.27272727272728 367.5 NA NA 200.45454545454547 364.0 439.38461538461536 NA 334.09090909090907 378.0 306.9230769230769 465.2307692307692 NA 316.4 329.7 NA
NA 352.8 280.6363636363636 NA NA 363.3 411.0 336.0 NA 271.38461538461536 384.5625 376.25 341.6 NA 313.5 327.1578947368421 NA
NA 336.0 323.4 NA NA 189.0 328.125 342.0 NA 313.25 203.66666666666666 358.5 420.0 NA 226.15384615384616 386.1666666666667 NA
NA 229.3846153846154 273.0 NA NA 85.9090909090909 438.0 364.0 NA 355.38461538461536 234.23076923076923 274.4 296.8 NA 246.75 342.5625 NA
NA 386.75 217.0 NA NA 277.2 283.5 312.52941176470586 NA 302.4 360.5 399.0 378.0 NA 318.8181818181818 388.5 NA
NA 368.3076923076923 271.09090909090907 NA NA 145.0909090909091 394.5 389.2 NA 290.7692307692308 316.61538461538464 462.0 334.6 NA 414.75 404.25 NA
NA 380.8 344.4 NA NA 441.0 321.5625 364.4117647058824 NA 348.25 346.5 397.7647058823529 442.5 NA 324.6923076923077 417.2 NA
NA 349.5 227.1818181818182 NA NA 288.27272727272725 361.2 291.375 NA 350.53846153846155 271.38461538461536 309.75 286.125 NA 320.25 348.0 NA
