0.0 NA NA NA NA NA NA
56.1 NA NA NA NA NA NA
NA 198.84615384615384 209.55882352941177 285.0 NA NA NA
NA 221.5 218.1578947368421 243.57142857142858 213.75 NA NA
NA 279.54545454545456 NA 190.3846153846154 190.0 180.2941176470588 NA
NA 234.58333333333334 NA 162.91666666666666 192.0 227.1875 NA
NA 245.0 NA 267.22222222222223 231.8181818181818 258.5 NA
NA 299.6666666666667 NA NA 211.4 265.5 NA
NA 342.5 NA NA 206.5909090909091 163.63636363636363 290.625
NA 343.3333333333333 NA NA 222.14285714285714 207.5 295.0
NA 316.0 NA NA 284.25 240.0 269.5
NA 323.6363636363636 NA NA 268.6111111111111 206.5 232.72727272727272
NA 318.46153846153845 NA NA 259.70588235294116 228.5 368.0
NA 301.25 NA NA 274.0625 114.0 330.4166666666667
NA 276.15384615384613 NA NA 270.0 213.88888888888889 293.46153846153845
NA 409.5833333333333 NA NA 248.07692307692307 232.0 343.6666666666667
NA 324.64285714285717 NA NA 154.58333333333334 276.1111111111111 281.07142857142856
NA 319.6875 NA NA 120.45454545454545 204.0 284.61538461538464
NA 292.6470588235294 NA NA 158.88888888888889 197.0 288.57142857142856
NA 245.66666666666666 NA NA 247.5 236.36363636363637 255.33333333333334
NA 289.2857142857143 NA NA 236.11111111111111 169.6153846153846 301.7857142857143
NA 357.3333333333333 NA NA 163.88888888888889 153.1818181818182 279.6666666666667
NA 307.94117647058823 NA NA 234.375 256.0 271.07142857142856
NA 302.1875 NA NA 241.66666666666666 240.41666666666666 321.15384615384613
NA 308.6666666666667 NA NA 205.0 218.1818181818182 339.64285714285717
NA 316.07142857142856 NA NA 277.22222222222223 193.5 339.6875
NA 340.0 NA NA 307.27272727272725 256.5 255.9375
NA 315.0 NA NA 276.8181818181818 285.0 243.92857142857142
NA 352.5 NA NA 290.4166666666667 285.0 344.61538461538464
NA 321.15384615384613 NA NA 317.27272727272725 283.75 283.92857142857144
NA 286.7857142857143 NA NA 317.9166666666667 283.6363636363636 356.9230769230769
NA 327.0833333333333 NA NA 282.3076923076923 257.9166666666667 263.57142857142856
NA 274.64285714285717 NA NA 317.9166666666667 285.0 359.61538461538464
NA 247.08333333333334 NA NA 273.84615384615387 260.0 334.2857142857143
NA 298.1818181818182 NA NA 328.75 285.0 281.875
NA 284.5833333333333 NA NA 292.6923076923077 270.0 262.5
NA 287.0833333333333 NA NA 260.0 233.75 344.1666666666667
NA 205.0 NA NA 281.6666666666667 283.6363636363636 205.0
NA 262.5 NA NA 264.2857142857143 214.16666666666666 244.16666666666666
NA 268.84615384615387 NA NA 301.9230769230769 292.27272727272725 274.61538461538464
NA 273.3333333333333 NA NA 230.71428571428572 247.91666666666666 279.5833333333333
NA 258.46153846153845 NA NA 313.84615384615387 161.8181818181818 241.15384615384616
NA 240.71428571428572 NA NA 311.7857142857143 264.0 184.58333333333334
NA 268.0769230769231 NA NA 316.0 256.8181818181818 329.54545454545456
NA 283.75 NA NA 250.71428571428572 256.5 202.30769230769232
NA 306.07142857142856 NA NA 256.15384615384613 259.09090909090907 218.33333333333334
NA 293.0 NA NA 284.1666666666667 258.75 310.90909090909093
NA 238.92857142857142 NA NA 263.84615384615387 280.90909090909093 393.75
NA 318.46153846153845 NA NA 295.4166666666667 247.5 328.0769230769231
NA 304.2857142857143 NA NA 283.0769230769231 285.0 184.28571428571428
