150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 11 7 17 15 11 17 15 7 9 4 5 1 0 0 0 0
25 58 6 0 10 11 25 0 6 4 4 0 1 0 0 0 0
14 9 0 0 30 15 34 0 25 4 7 0 13 0 0 0 0
13 14 0 0 0 33 24 0 11 6 5 0 7 26 4 7 0
15 16 0 0 0 32 12 0 14 6 12 0 6 27 4 7 0
18 15 0 0 0 30 0 0 17 5 8 0 44 2 4 7 0
20 53 0 0 0 29 0 0 6 6 7 0 1 11 4 7 7
20 57 0 0 0 31 0 0 12 5 6 0 1 3 3 6 6
20 57 0 0 0 32 0 0 9 4 5 0 1 4 7 6 5
22 70 0 0 0 28 0 0 10 4 4 0 1 2 2 3 4
22 15 0 0 0 28 0 0 10 4 4 0 1 2 59 1 4
25 18 0 0 0 26 0 0 9 5 4 0 1 2 51 2 7
24 22 0 0 0 25 0 0 10 5 14 0 1 1 43 1 4
24 22 0 0 0 25 0 0 8 5 0 0 1 3 57 1 5
26 24 0 0 0 27 0 0 4 4 0 0 1 6 51 1 5
29 22 0 0 0 31 0 0 4 6 0 0 1 6 45 1 6
28 26 0 0 0 30 0 0 0 24 0 0 1 6 27 1 7
27 25 0 0 0 29 0 0 0 23 0 0 1 6 31 1 8
29 22 0 0 0 31 0 0 0 20 0 0 1 5 33 1 9
29 22 0 0 0 31 0 0 0 24 0 0 1 0 32 1 11
31 23 0 0 0 33 0 0 0 21 0 0 1 0 28 1 12
29 26 0 0 0 31 0 0 0 24 0 0 0 0 26 1 14
25 23 0 0 0 33 0 0 0 26 0 0 0 0 26 3 15
25 23 0 0 0 33 0 0 0 26 0 0 0 0 20 10 15
24 22 0 0 0 31 0 0 0 25 0 0 0 0 11 24 14
23 21 0 0 0 30 0 0 0 24 0 0 0 0 13 23 16
21 19 0 0 0 28 0 0 0 27 0 0 0 0 35 1 18
21 19 0 0 0 28 0 0 0 27 0 0 0 0 18 18 18
20 22 0 0 0 26 0 0 0 25 0 0 0 0 30 7 20
19 21 0 0 0 30 0 0 0 24 0 0 0 0 10 27 19
18 25 0 0 0 29 0 0 0 23 0 0 0 0 23 15 18
17 23 0 0 0 27 0 0 0 21 0 0 0 0 24 19 20
19 21 0 0 0 25 0 0 0 19 0 0 0 0 21 22 22
16 22 0 0 0 26 0 0 0 16 0 0 0 0 19 26 23
15 25 0 0 0 24 0 0 0 15 0 0 0 0 21 24 26
16 27 0 0 0 26 0 0 0 16 0 0 0 0 19 21 23
14 24 0 0 0 29 0 0 0 18 0 0 0 0 21 23 21
15 22 0 0 0 26 0 0 0 20 0 0 0 0 23 25 19
16 24 0 0 0 23 0 0 0 18 0 0 0 0 21 27 21
18 22 0 0 0 25 0 0 0 20 0 0 0 0 23 24 19
19 19 0 0 0 27 0 0 0 18 0 0 0 0 25 26 17
18 22 0 0 0 25 0 0 0 17 0 0 0 0 24 25 20
16 24 0 0 0 27 0 0 0 18 0 0 0 0 26 22 18
17 26 0 0 0 29 0 0 0 16 0 0 0 0 23 19 19
17 26 0 0 0 29 0 0 0 19 0 0 0 0 23 19 19
15 23 0 0 0 32 0 0 0 21 0 0 0 0 21 21 17
14 21 0 0 0 35 0 0 0 23 0 0 0 0 19 19 19
15 23 0 0 0 38 0 0 0 20 0 0 0 0 21 17 17
13 25 0 0 0 34 0 0 0 18 0 0 0 0 23 19 19
15 23 0 0 0 31 0 0 0 17 0 0 0 0 21 21 21
13 25 0 0 0 34 0 0 0 18 0 0 0 0 19 19 23
12 23 0 0 0 31 0 0 0 20 0 0 0 0 17 21 26
14 22 0 0 0 30 0 0 0 23 0 0 0 0 16 20 25
