-499,0
-499,0
-494,6413333333333
-452,8206666666666
-369,09266666666656
-231,03557046979864
-235,2099337748346
-213,76308724832217
-191,28979591836736
-183,0053691275168
-175,0879194630872
-154,0773333333333
-165,9648648648648
-155,6174496644295
-150,15133333333327
-140,41986754966888
-149,1986754966887
-143,19664429530212
-115,3322147651006
-130,7879194630872
-142,08666666666662
-138,18255033557048
-130,5526666666667
-124,21466666666672
-159,96466666666655
-147,39866666666668
-139,95666666666673
-138,88600000000002
-151,19866666666664
-145,84800000000004
-142,636
-120,88466666666667
-117,39133333333331
-131,51199999999992
-131,96266666666668
-113,44333333333331
-128,1693333333333
-122,62466666666657
-126,92999999999991
-114,57133333333334
-138,38333333333327
-127,29333333333334
-147,198
-124,55600000000004
-126,82399999999998
-122,13399999999997
-127,60666666666667
-145,05466666666672
-132,71933333333337
-127,61666666666662
-132,27733333333336
-128,7753333333334
-151,76799999999992
-133,21399999999994
-142,89799999999997
-151,41666666666666
-146,50733333333338
-128,43600000000006
-159,87666666666678
-118,44
-114,84466666666667
-141,9173333333333
-133,15133333333335
-129,62666666666667
-131,13799999999995
-127,58800000000001
-127,41599999999998
-121,35000000000002
-125,79333333333331
-124,04066666666664
-118,16800000000003
-116,92400000000002
-124,58533333333335
-109,33266666666668
-117,80333333333328
-121,94933333333334
-136,0813333333333
-116,43999999999997
-150,75866666666667
-134,93399999999997
-117,89866666666664
-133,94400000000002
-124,03666666666666
-124,81200000000003
-131,7406666666666
-120,26400000000001
-142,90066666666667
-124,23333333333333
-121,63666666666668
-142,86066666666667
-145,85200000000003
-124,6617449664429
-134,4946308724832
-127,82550335570463
-123,3906040268456
-142,1308724832215
-136,43422818791953
-132,11409395973146
-111,68266666666668
-127,29399999999994
-133,05333333333337
-128,54600000000002
-136,63333333333333
-125,36999999999993
-127,53466666666667
-104,99200000000006
-115,27599999999994
-111,9046666666667
-124,5293333333333
-114,21600000000004
-102,10599999999998
-120,89533333333338
-117,76933333333335
-120,16999999999997
-119,436
-117,72266666666665
-123,20866666666659
-110,24
-115,5166666666667
-114,19933333333334
-106,55466666666666
-128,404
-126,37933333333326
-140,91666666666663
-112,69200000000002
-117,77266666666662
-107,07933333333331
-100,7006666666667
-130,80333333333337
-127,35599999999998
-131,48333333333332
-118,46333333333331
-114,20133333333338
-119,83333333333329
-129,658
-109,06066666666665
-134,57666666666674
-171,424
-122,68200000000007
-130,74466666666666
-130,31000000000006
-120,59866666666673
-132,02799999999996
-120,31466666666672
-124,44000000000005
-117,42933333333335
-120,96200000000002
-126,50400000000002
-141,77066666666673
-113,44999999999997
-112,72466666666672
-128,7166666666667
-106,20266666666666
-114,45200000000007
-131,94599999999997
-120,60999999999997
-125,22466666666665
-111,69733333333335
-120,66199999999999
-114,83466666666668
-116,86400000000002
-133,40666666666664
-109,82999999999996
-128,57999999999998
-134,6693333333334
-119,82
-135,3826666666667
-120,50933333333327
-143,89600000000007
-131,91133333333332
-124,60799999999993
-122,94466666666659
-125,764
-126,10799999999998
-123,482
-119,07133333333334
-123,00066666666667
-117,96599999999998
-119,13199999999999
-123,31666666666665
-126,40799999999999
-121,66466666666668
-124,11266666666667
-120,70599999999999
-123,46799999999998
-137,77666666666667
-133,33333333333337
-140,8493333333333
-128,3573333333333
-147,37800000000001
-134,98666666666668
-121,12199999999997
-103,25400000000003
-139,1293333333333
-146,45066666666673
-121,78866666666673
-137,0233333333333
-127,30533333333328
-138,11466666666664
-122,68666666666664
-146,84066666666672
-115,342
-132,79599999999994
-121,33000000000006
-124,85933333333324
-139,35533333333325
-140,54600000000008
-114,09333333333329
-130,37999999999994
-122,26066666666665
-131,6886666666667
-116,1167785234899
-133,33066666666662
-138,21733333333336
-124,74066666666671
-136,664
-112,53400000000003
-125,79333333333331
-128,4846666666666
-129,7193333333334
-122,57733333333337
-147,46066666666667
-113,50600000000003
-117,41600000000001
-128,89533333333327
-110,28333333333333
-111,11066666666663
-124,24399999999994
-113,05266666666668
-138,11733333333336
-117,832
-116,43200000000002
-111,9576158940398
-114,88278145695364
-119,08874172185429
-125,89006622516555
-134,5470198675497
-111,30728476821189
-115,81589403973513
-112,49006622516553
-132,68211920529808
-124,90529801324504
-126,77748344370855
-110,58278145695364
-115,5913907284768
-121,553642384106
-119,17152317880799
-129,08675496688738
-123,76556291390727
-136,8867549668874
-153,3158940397351
-129,55894039735102
-152,91523178807944
-152,19536423841063
-159,45960264900663
-141,20794701986753
-157,18278145695365
-132,7443708609272
-169,6205298013245
-152,47880794701993
-133,2284768211921
-136,1834437086093
-145,34304635761598
-135,1377483443708
-129,52052980132453
-123,84503311258277
-126,64569536423839
-134,14966887417216
-154,17549668874167
-137,2152317880795
-128,42450331125818
-123,52980132450341
-122,58476821192048
-117,20066225165563
-139,85496688741722
-127,52649006622516
-139,68675496688743
-137,61125827814573
-133,3668874172185
-128,1384105960265
-133,17682119205296
-145,5503311258278
-161,91920529801325
-130,50728476821197
-135,89139072847684
-134,0403973509934
-153,2602649006622
-135,36821192052977
-124,08476821192055
-137,39867549668864
-131,8629139072847
-136,464238410596
-127,98145695364244
-130,70132450331124
-121,36887417218551
-129,32980132450328
-140,92715231788085
-132,54900662251663
-145,97814569536416
-125,40331125827808
