-499.0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-499.0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-496.6 -499.0 -496.2862068965517 -499.0 -499.0 -499.0 -499.0 -449.8 -489.38500000000005 -499.0 -499.0 -499.0 -499.0 NA NA
-415.42702702702695 -498.3 NA -499.0 -458.53999999999996 -307.2769230769231 -499.0 -489.6000000000001 -446.39 -499.0 -499.0 -466.77777777777777 -494.23333333333335 NA NA
-303.84193548387094 -315.76666666666665 NA -499.0 -383.35833333333335 -499.0 -348.7307692307692 -415.4625 -291.4037037037037 -449.7 -499.0 -416.85 -499.0 NA NA
-321.77500000000003 -499.0 NA -499.0 -285.4933333333334 -499.0 -173.3627906976744 -499.0 -186.08536585365857 -139.87777777777777 -499.0 -258.6384615384615 -242.0454545454545 NA NA
-161.36 -205.02727272727273 NA -499.0 NA -499.0 -176.09523809523805 -402.93999999999994 -252.96129032258062 -144.8470588235294 -290.68333333333334 -192.51333333333332 -240.0315789473684 NA NA
-291.3666666666667 -165.24999999999997 NA -390.3454545454546 NA -290.8 -173.28636363636363 -88.1 -237.75 -211.92 -155.7130434782609 -326.6 -179.2346153846154 NA NA
-199.08750000000006 -186.06923076923073 NA -190.36666666666667 NA -499.0 -206.37142857142857 -181.41666666666666 -136.82500000000002 -203.0076923076923 -232.53846153846155 -196.74117647058824 -93.91428571428571 NA NA
-160.1 -239.3125 NA -152.5 NA -138.11111111111114 -227.95652173913044 NA -224.26153846153846 -259.2153846153846 -125.18695652173913 -92.14000000000001 -170.03617021276588 NA NA
-91.2 -91.45 NA -88.98 NA -131.11111111111111 -211.27142857142857 NA -223.09285714285716 -208.36363636363637 -187.79999999999998 -183.82222222222222 -159.68367346938777 NA NA
-117.2 -87.2 NA -152.51999999999998 NA -152.52222222222224 -173.68 NA -190.98571428571427 -129.95454545454547 -163.1583333333333 -186.71785714285713 -129.63799999999998 NA NA
-89.6 -86.725 NA -150.79999999999998 NA -168.66 -84.76666666666667 NA -220.04285714285717 -130.55454545454543 -157.9625 -155.35714285714283 -183.6744186046512 -171.0666666666667 NA
-81.0 -142.45000000000002 NA -102.7 NA -100.92 -147.8857142857143 NA -213.97142857142856 -120.54545454545455 -191.27999999999997 -166.85172413793106 -144.775 -137.8820512820513 NA
-83.9 -167.71249999999998 NA -88.66666666666667 NA -107.05 -210.5285714285714 NA -205.51428571428573 -144.44545454545454 -106.8769230769231 -145.1933333333333 -148.53333333333333 -176.98999999999998 NA
-91.0 -136.64444444444445 NA -98.7 NA -129.26000000000002 -171.1 NA -126.14999999999999 -107.96363636363635 -138.4185185185185 -159.44516129032257 -290.85 -132.6 NA
-83.6 -164.05 NA -93.90000000000002 NA -182.9 -228.13333333333335 NA -226.70000000000002 -99.34545454545456 -105.69999999999999 -128.20322580645163 -190.6 -133.73999999999998 NA
-77.2 -150.15 NA -90.15 NA -87.64 -100.68 NA -233.70000000000002 -174.00909090909093 -135.8777777777778 -117.68387096774192 -160.055 -132.72500000000002 NA
-81.0 -94.37499999999999 NA -78.5 NA -95.89 -96.85000000000001 NA -148.7357142857143 -138.65454545454548 -93.60769230769232 -134.10606060606057 -121.62173913043479 -91.78888888888889 NA
-84.4 -191.86875 NA -92.1 NA -91.33999999999999 -232.9 NA -119.4857142857143 -135.35454545454547 -133.1730769230769 -128.36176470588236 -125.2 -108.8392857142857 NA
-96.3 -147.75000000000003 NA -85.5 NA -102.34000000000002 -110.0 NA -239.42857142857142 -139.47272727272727 -136.18846153846155 -151.25714285714287 -85.01428571428572 -120.484 NA
-81.8 -138.4 NA -87.5 NA -125.03 -86.05000000000001 NA -167.97142857142853 -94.77272727272727 -153.77307692307693 -143.73428571428573 -79.1 -137.19032258064513 NA
-85.4 -129.76000000000002 NA -97.45 NA -105.48000000000002 -87.80000000000001 NA -140.32142857142858 -98.37272727272729 -97.08076923076922 -180.65277777777783 -129.63000000000002 -119.79565217391303 NA
-98.0 -115.47333333333334 NA -88.15 NA -86.37 -88.7 NA -188.00714285714284 -100.0909090909091 -120.41923076923078 -126.0388888888889 -124.03636363636365 -132.22727272727275 NA
