23,820000000000004 3,0703750000000016
16,400000000000002 4,008797468354431
21,330000000000002 4,189509202453989
27,42 4,490184049079754
22,15 4,999518072289154
29,89 5,2869090909090914
24,560000000000002 5,557396449704141
24,540000000000003 5,79561403508772
24,59 5,4695930232558165
24,610000000000003 6,03093023255814
27,270000000000003 5,817542857142857
20,84 5,8443352601156064
28,150000000000002 6,36355421686747
116,36000000000033 7,135411764705884
104,23000000000026 7,656352941176473
170,36000000000078 8,893690476190477
108,91000000000034 10,193312883435587
121,06000000000036 10,010853658536591
102,72000000000028 9,782337662337662
147,6900000000006 11,987161290322586
115,67000000000041 12,41923076923077
131,5000000000004 13,090263157894748
125,16000000000042 14,717748344370861
166,49000000000075 19,96929032258067
192,38000000000147 21,92435064935069
156,0000000000007 23,962420382165647
127,95000000000044 20,21101265822785
142,18000000000052 19,092356687898107
156,8200000000007 20,679810126582296
147,66000000000054 21,54993670886078
167,2300000000007 19,835157232704432
181,54000000000084 23,766772151898756
126,57000000000043 22,429050632911405
146,43000000000058 21,91576923076925
141,74000000000055 23,76962500000002
168,22000000000068 21,278500000000008
156,22000000000065 24,36556250000003
141,81000000000054 22,738711656441744
163,67000000000073 25,526792452830215
168,12000000000077 26,119371069182428
175,8400000000008 27,79012658227852
180,7100000000009 28,18528662420386
152,09000000000066 26,515090909090937
165,80000000000072 26,08856287425151
148,45000000000067 26,8545562130178
144,67000000000058 25,273712574850315
187,84000000000086 30,27875000000006
194,14000000000098 27,555030674846655
146,1000000000006 27,83635220125789
155,33000000000067 28,848930817610093
169,4800000000008 30,428490566037777
165,61000000000084 32,37968944099383
169,67000000000084 32,66159235668793
186,4900000000009 31,921375000000058
177,3700000000008 31,714303797468393
182,80000000000072 33,8153797468355
204,3300000000009 32,42487341772158
159,54000000000073 34,24551282051287
193,350000000001 30,36269230769235
154,14000000000058 31,22388535031848
183,12000000000094 34,94929487179493
160,22000000000068 35,02790849673208
140,31000000000063 34,65993589743594
179,09000000000083 32,55300653594777
171,78000000000074 33,16115384615388
178,27000000000072 39,35444444444451
156,75000000000063 39,224709677419405
186,99000000000095 36,17246753246759
194,890000000001 35,186883116883166
164,74000000000063 36,774064516129094
168,42000000000075 34,05776315789479
158,73000000000064 37,58613333333338
188,7200000000008 29,573741935483902
150,62000000000066 33,772420382165635
197,8300000000009 31,711354838709727
180,0100000000009 32,839806451612944
164,95000000000067 30,979868421052657
157,21000000000055 30,087677419354875
186,8500000000009 34,10422818791952
176,06000000000066 33,507284768211974
182,51000000000093 32,632550335570556
146,51000000000062 27,122052980132466
157,36000000000075 31,707960526315848
177,60000000000088 30,371806451612933
137,36000000000058 27,732142857142883
142,93000000000063 32,2669281045752
147,3700000000006 31,54445161290327
207,78000000000114 31,159868421052686
164,2400000000007 30,490065789473707
146,7500000000006 30,154967320261466
168,9300000000007 29,118618421052684
140,01000000000062 31,72629139072852
186,49000000000086 30,831830065359533
153,2800000000007 27,867434210526348
154,30000000000067 32,0647368421053
160,85000000000065 30,050714285714314
216,85000000000113 29,640855263157942
193,48000000000107 29,029806451612938
173,48000000000084 30,59528662420386
172,0200000000008 28,59768211920531
