-199.0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-199.0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-196.23999999999998 -199.0 -199.0 -199.0 -199.0 -199.0 -199.0 NA NA NA NA NA NA NA NA NA NA
-186.48846153846156 -199.0 -178.32857142857142 -197.12758620689655 -197.91400000000002 -199.0 -199.0 NA NA NA NA NA NA NA NA NA NA
-171.97777777777776 -199.0 -171.81666666666666 -199.0 -196.675 -199.0 -199.0 NA NA NA NA NA NA NA NA NA NA
-163.26486486486488 -199.0 -154.27586206896552 -186.94 -169.8685714285714 -199.0 -199.0 NA NA NA NA NA NA NA NA NA NA
-159.3759259259259 -193.82000000000002 -165.16666666666666 -146.375 -162.93653846153848 -199.0 -199.0 NA NA NA NA NA NA NA NA NA NA
-170.06400000000002 -192.43 -153.15217391304347 -157.03793103448277 -160.51304347826093 -199.0 -182.37857142857143 NA NA NA NA NA NA NA NA NA NA
-159.62272727272727 -169.4 -165.4411764705882 -153.82372881355934 -153.06 -183.4 -161.78 NA NA NA NA NA NA NA NA NA NA
-142.22857142857143 -179.92857142857142 -156.32666666666668 -160.93157894736842 -195.08571428571426 -176.0 -147.63124999999997 NA NA NA NA NA NA NA NA NA NA
-139.57777777777775 -167.89545454545453 -155.91538461538462 -165.2477611940299 -178.98333333333335 -183.70000000000002 -167.52777777777777 NA NA NA NA NA NA NA NA NA NA
-173.20833333333334 -162.04545454545453 -155.50000000000003 -165.65714285714287 -153.82105263157897 -177.31333333333333 -147.41333333333336 NA NA NA NA NA NA NA NA NA NA
-129.5 -160.22857142857143 -155.88518518518518 -173.6612244897959 -155.5 -125.13333333333333 -153.25500000000005 NA NA NA NA NA NA NA NA NA NA
-174.14000000000001 -181.0727272727273 -139.4125 -163.71428571428572 -159.69565217391306 -177.16666666666666 -149.68571428571428 NA NA NA NA NA NA NA NA NA NA
-141.95000000000002 -154.56 -158.96400000000003 -152.5060606060606 -160.2785714285714 -186.9625 -152.2173913043478 NA NA NA NA NA NA NA NA NA NA
-147.17916666666665 NA -161.68372093023254 -159.975 -152.38333333333335 -164.36363636363637 -169.1129032258065 NA NA NA NA NA NA NA NA NA NA
-159.85999999999996 NA -176.09807692307692 -174.52 -162.05 -135.02 -168.73220338983054 NA NA NA NA NA NA NA NA NA NA
-163.60666666666665 NA -172.50599999999997 -148.60000000000002 -148.63333333333333 -148.82999999999998 -168.6543859649123 NA NA NA NA NA NA NA NA NA NA
