-199.0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-199.0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
-198.46774193548387 -199.0 -198.30769230769232 -199.0 -199.0 NA NA NA NA NA NA NA NA NA NA NA NA NA
-195.21428571428572 -199.0 -199.0 -199.0 -199.0 -199.0 -185.09615384615384 NA NA NA NA NA NA NA NA NA NA NA
-193.4375 -196.05208333333334 -199.0 -199.0 -199.0 -199.0 -183.82258064516128 NA NA NA NA NA NA NA NA NA NA NA
-199.0 -184.22641509433961 -199.0 -187.82558139534885 -199.0 -199.0 -185.075 NA NA NA NA NA NA NA NA NA NA NA
-198.06 -199.0 -196.5 -199.0 -199.0 -199.0 -169.895 NA NA NA NA NA NA NA NA NA NA NA
-184.80263157894737 -188.04166666666666 -199.0 -199.0 -199.0 -199.0 -161.3734939759036 NA NA NA NA NA NA NA NA NA NA NA
-162.3 -190.7 -188.16666666666666 -199.0 -199.0 -199.0 -152.8923076923077 NA NA NA NA NA NA NA NA NA NA NA
-175.83333333333334 -199.0 -162.5390625 -199.0 -199.0 -199.0 -161.77205882352942 NA NA NA NA NA NA NA NA NA NA NA
-165.4090909090909 -199.0 -157.16129032258064 -199.0 -199.0 -199.0 -158.26666666666668 NA NA NA NA NA NA NA NA NA NA NA
-150.38235294117646 -179.75 -166.4 -199.0 -199.0 -199.0 -153.2340425531915 NA NA NA NA NA NA NA NA NA NA NA
-145.8706896551724 NA -154.31060606060606 -199.0 -199.0 -199.0 -151.25 NA NA NA NA NA NA NA NA NA NA NA
-155.68627450980392 NA -160.65217391304347 -199.0 -199.0 -199.0 -159.67441860465115 NA NA NA NA NA NA NA NA NA NA NA
-152.37209302325581 NA -180.7 -199.0 -199.0 -199.0 -152.52941176470588 NA NA NA NA NA NA NA NA NA NA NA
-153.5375939849624 NA -179.25 -199.0 -199.0 -199.0 -182.0 NA NA NA NA NA NA NA NA NA NA NA
-159.3066037735849 NA -179.0 -172.375 -199.0 -199.0 -163.75 NA NA NA NA NA NA NA NA NA NA NA
-158.7258064516129 NA -154.5 -174.015625 -199.0 -199.0 -152.75641025641025 NA NA NA NA NA NA NA NA NA NA NA
-153.18421052631578 NA -159.8 -155.125 NA -199.0 -157.7325581395349 NA NA NA NA NA NA NA NA NA NA NA
-160.3 NA -144.86029411764707 -140.97916666666666 NA NA -158.67924528301887 NA NA NA NA NA NA NA NA NA NA NA
-152.4351851851852 NA -155.66666666666666 -138.84782608695653 NA NA -156.86111111111111 NA NA NA NA NA NA NA NA NA NA NA
-153.35555555555555 NA -199.0 -142.475 NA NA -169.1153846153846 NA NA NA NA NA NA NA NA NA NA NA
-151.31720430107526 NA -168.6969696969697 -155.175 NA NA -178.875 NA NA NA NA NA NA NA NA NA NA NA
-169.55263157894737 NA -177.36 -152.15 NA NA -161.42352941176472 NA NA NA NA NA NA NA NA NA NA NA
-149.7 NA -156.55882352941177 -136.61111111111111 NA NA -146.26282051282053 NA NA NA NA NA NA NA NA NA NA NA
-153.97560975609755 NA -178.68333333333334 -140.10714285714286 NA NA -152.36923076923077 NA NA NA NA NA NA NA NA NA NA NA
-151.48979591836735 NA -159.26 -155.83333333333334 NA NA -151.8046875 NA NA NA NA NA NA NA NA NA NA NA
-154.77835051546393 NA -162.73333333333332 -147.3 NA NA -199.0 NA NA NA NA NA NA NA NA NA NA NA
-154.59493670886076 NA -165.72619047619048 -143.8125 NA NA -165.55 NA NA NA NA NA NA NA NA NA NA NA
-161.7051282051282 NA -167.5625 -126.35714285714286 NA NA -145.0625 NA NA NA NA NA NA NA NA NA NA NA
-163.57142857142858 NA -160.90625 -133.5 NA NA -163.17241379310346 NA NA NA NA NA NA NA NA NA NA NA
-153.82 NA -164.2 -122.8 NA NA -145.0 -150.6875 NA NA NA NA NA NA NA NA NA NA
-143.3 NA -155.77956989247312 -148.875 NA NA -158.38235294117646 -128.89285714285714 -151.6153846153846 NA NA NA NA NA NA NA NA NA
-136.91176470588235 NA -150.63636363636363 -145.5 NA NA -155.55555555555554 -176.35714285714286 -145.3679245283019 NA NA NA NA NA NA NA NA NA
-139.89166666666668 NA -158.8695652173913 -123.66666666666667 NA NA -160.0625 -174.8125 -144.10344827586206 -146.75 -199.0 NA NA NA NA NA NA NA
-168.19230769230768 NA -121.88888888888889 -140.75 NA NA -136.6044776119403 -154.5 -159.3846153846154 -137.5 -152.78571428571428 NA NA NA NA NA NA NA
-129.27083333333334 NA -150.9090909090909 -137.25 NA NA -163.04347826086956 -155.73529411764707 -150.39705882352942 -165.3421052631579 -118.5 NA NA NA NA NA NA NA
-144.14634146341464 NA -168.92857142857142 -123.66666666666667 NA NA -132.6818181818182 -190.05555555555554 -148.18965517241378 -150.08333333333334 -145.2159090909091 NA NA NA NA NA NA NA
-161.3913043478261 NA -177.05555555555554 -90.5 NA NA -145.28571428571428 -156.35714285714286 -158.8125 -148.08823529411765 -127.88461538461539 -162.71428571428572 NA NA NA NA NA NA
-159.43939393939394 NA -154.4516129032258 -146.66666666666666 NA NA -153.56578947368422 -172.0952380952381 -137.83333333333334 -144.45 -199.0 -169.63636363636363 NA NA NA NA NA NA
-150.83333333333334 NA -162.01923076923077 -169.975 NA NA -143.54761904761904 -146.57692307692307 -183.8 -139.07142857142858 -155.75 -147.34375 NA NA NA NA NA NA
-134.64705882352942 NA -146.84 -163.40740740740742 NA NA -152.02631578947367 -149.03333333333333 -162.375 -149.16666666666666 -142.125 -152.05882352941177 NA NA NA NA NA NA
-155.29545454545453 NA -169.07142857142858 -151.65 NA NA -147.08333333333334 -156.7826086956522 -138.5 -164.22222222222223 -138.75 -142.0 -199.0 NA NA NA NA NA
-148.93421052631578 NA -153.6590909090909 -158.17391304347825 NA NA -138.9318181818182 -145.77777777777777 -139.5 -138.55555555555554 -151.6 -163.25 -199.0 NA NA NA NA NA
-157.2596153846154 NA -143.80555555555554 -169.46153846153845 NA NA -138.22727272727272 -153.88888888888889 -89.0 -140.94444444444446 -150.7 -145.65 -199.0 NA NA NA NA NA
-150.63492063492063 NA -176.75 -154.71428571428572 NA NA -156.0909090909091 -146.0909090909091 -148.25 -150.0 -136.3 -152.65 -199.0 NA NA NA NA NA
-140.72222222222223 NA -131.0 -153.02083333333334 NA NA -145.13636363636363 -156.9264705882353 -159.0 -137.11111111111111 -140.6 -163.05 -199.0 NA NA NA NA NA
-157.6315789473684 NA -130.76315789473685 -195.1 NA NA -148.6590909090909 -146.95238095238096 -133.0 -146.05555555555554 -133.9 -171.35 -199.0 NA NA NA NA NA
-162.64444444444445 NA -137.125 -154.73684210526315 NA NA -134.75 -165.69444444444446 -120.5 -150.5 -153.2 -166.15 -199.0 NA NA NA NA NA
-158.98 NA -151.7608695652174 -159.48214285714286 NA NA -142.8409090909091 -155.24074074074073 -92.0 -162.44444444444446 -130.9 -154.61111111111111 -199.0 NA NA NA NA NA
-149.87142857142857 NA -156.05555555555554 -151.46666666666667 NA NA -148.29545454545453 -150.41666666666666 -122.0 -136.77777777777777 -155.66666666666666 -153.77777777777777 -199.0 NA NA NA NA NA
-151.7159090909091 NA -150.91935483870967 -161.30769230769232 NA NA -154.66666666666666 -150.65384615384616 -139.5 -138.27777777777777 -133.8 -163.65 -199.0 NA NA NA NA NA
-153.92857142857142 NA -151.626582278481 NA NA NA -142.4047619047619 -129.0 -159.5 -161.61111111111111 -130.1 -133.8 -199.0 NA NA NA NA NA
