4,209999999999997 4,009733333333325
51,63000000000007 4,925800000000001
52,29000000000003 8,829333333333343
52,52000000000001 20,48520000000002
52,49000000000001 23,293266666666685
54,21999999999997 27,818807947019888
52,51000000000002 22,585466666666697
85,06999999999856 22,577852348993307
71,5099999999992 24,52597315436243
73,27999999999909 28,6995302013423
83,35999999999869 31,116797385620963
74,14999999999901 30,66071895424839
82,56999999999876 34,89111111111111
85,10999999999859 33,61366013071896
82,13999999999875 33,13486842105266
71,42999999999913 33,786750000000026
73,35999999999908 31,438797468354437
82,02999999999881 33,64031645569622
84,88999999999865 36,575460526315794
82,38999999999868 34,68718749999999
86,50999999999858 35,918074534161484
70,45999999999923 37,14683229813665
87,01999999999856 37,12468749999999
82,77999999999875 39,25367741935485
86,56999999999863 39,1387116564417
84,45999999999863 37,339999999999996
78,6399999999989 36,45734567901234
85,67999999999853 37,90962962962963
80,51999999999886 38,4861585365854
90,5899999999985 38,16280487804878
80,82999999999873 37,65475609756101
93,04999999999833 36,80282208588955
80,73999999999879 35,91012500000001
70,98999999999918 36,58647798742138
74,77999999999898 35,865465838509294
73,09999999999914 36,55762820512822
90,43999999999838 36,59758169934639
73,74999999999905 37,15506756756757
80,97999999999881 37,73115646258502
78,07999999999896 38,039172413793096
82,34999999999874 37,71048275862067
84,0099999999987 37,13106508875738
88,2699999999986 36,3805769230769
84,81999999999866 37,32610738255031
83,3799999999987 37,19291666666665
84,27999999999864 36,91489510489511
83,03999999999866 34,936402439024356
91,1199999999984 37,188571428571386
92,30999999999835 36,22236024844718
81,67999999999878 36,88316455696202
84,10999999999865 37,567677419354844
86,6799999999986 37,29881987577636
81,56999999999879 35,664601226993845
80,85999999999885 36,39096153846152
87,02999999999852 33,44019230769228
85,3499999999986 37,03306249999996
88,81999999999847 37,60864864864859
84,45999999999862 36,78242038216556
85,25999999999858 35,40931677018634
86,91999999999857 38,14391891891886
73,72999999999904 36,38722222222222
90,28999999999844 37,601910828025446
88,4299999999986 39,190125786163485
84,30999999999861 39,28352564102561
84,70999999999864 40,59641975308637
75,99999999999892 40,33259999999999
84,14999999999867 37,08137499999997
89,3999999999985 39,857142857142804
83,04999999999869 38,49024844720492
88,64999999999847 39,801878787878735
86,35999999999865 39,332857142857094
91,46999999999838 40,38151898734173
88,81999999999844 38,051158536585326
86,65999999999848 40,59149999999992
89,1699999999985 38,21711538461534
80,23999999999887 37,06424836601303
81,84999999999876 35,84234939759032
88,16999999999848 38,65935897435892
85,49999999999855 38,36810457516333
89,10999999999845 38,71428571428565
79,37999999999889 36,0460784313725
87,15999999999859 37,86798657718115
84,16999999999875 37,91303448275858
90,37999999999846 37,743732394366134
89,10999999999852 36,48610778443108
85,61999999999863 37,135870967741894
88,80999999999855 39,860816326530546
90,89999999999844 38,62959731543617
82,62999999999872 37,94598765432092
89,9799999999984 37,88042944785269
84,40999999999865 38,68067901234564
94,33999999999826 38,73554216867464
89,79999999999849 38,89304347826082
90,79999999999843 39,61165562913899
94,74999999999827 40,305345911949644
86,43999999999855 39,02308641975303
89,54999999999856 38,2743225806451
84,74999999999864 35,544276315789425
84,65999999999862 35,02318181818177
92,19999999999834 36,17578231292514
