0.0 NA NA NA NA NA NA NA NA NA NA
65.3 NA NA NA NA NA NA NA NA NA NA
250.3846153846154 236.07142857142858 249.375 209.0 142.5 NA NA NA NA NA NA
205.83333333333334 245.0 263.57142857142856 253.33333333333334 266.25 193.33333333333334 233.1818181818182 198.0 228.0 213.75 NA
239.4 260.2173913043478 NA 242.86666666666667 190.0 248.33333333333334 135.0 285.0 285.0 NA NA
201.42857142857142 287.5 NA 285.0 285.0 235.0 268.47222222222223 285.0 285.0 NA NA
282.85714285714283 274.09090909090907 NA 352.94117647058823 206.66666666666666 262.741935483871 NA 285.0 234.0909090909091 NA NA
287.22222222222223 326.8181818181818 NA 379.51807228915663 285.0 290.0 NA 285.0 351.0810810810811 NA NA
445.0 308.84615384615387 NA 347.1875 285.0 353.28125 NA 285.0 349.6923076923077 NA NA
371.44444444444446 335.0 NA 363.2608695652174 282.0 328.8888888888889 NA 285.0 368.55555555555554 NA NA
341.7708333333333 367.6923076923077 NA 354.0 285.0 377.0 NA 369.11764705882354 298.8235294117647 NA NA
387.5 384.0 NA 263.84615384615387 317.9166666666667 364.77272727272725 NA 389.09090909090907 267.5 NA NA
347.97872340425533 386.3888888888889 NA 430.4166666666667 NA 373.38235294117646 NA 389.0625 307.85714285714283 NA NA
354.54545454545456 252.77777777777777 NA 366.42857142857144 NA 387.6470588235294 NA 370.78125 473.125 NA NA
378.3720930232558 355.88235294117646 NA 331.47058823529414 NA 261.6666666666667 NA 360.64516129032256 355.0 NA NA
327.75 366.0 NA 364.0 NA 267.9032258064516 NA 427.0689655172414 336.0 NA NA
312.97297297297297 379.3478260869565 NA 289.5652173913044 NA 341.3157894736842 NA 428.14814814814815 376.3636363636364 NA 292.0
412.77777777777777 395.22727272727275 NA 325.45454545454544 NA 313.8888888888889 NA 352.5 381.53846153846155 NA 355.4166666666667
319.14285714285717 320.4761904761905 NA 252.61904761904762 NA 417.6470588235294 NA 384.0 348.3333333333333 NA 186.42857142857142
371.47058823529414 332.0 NA 255.5 NA 417.0 NA 328.75 384.44444444444446 NA 320.0
338.90625 291.57894736842104 NA 370.2631578947368 NA 368.4782608695652 NA 366.8181818181818 353.75 NA 229.6875
285.35714285714283 373.52941176470586 NA 322.3809523809524 NA 305.4 NA 391.25 419.09090909090907 NA 328.57142857142856
318.2692307692308 406.3157894736842 NA 288.1578947368421 NA 315.8695652173913 NA 395.6818181818182 390.2 NA 204.6875
